n_clusters,inertia,silhouette_score,calinski_harabasz_score
2,149.10191501010547,0.11510794762400932,2.2875813827470535
3,118.91571235157355,0.12579207674364112,2.2901696101230318
4,91.59228053495993,0.14497762159635103,2.430532472658788
5,74.29358250140251,0.11551016185535251,2.275561637436245
6,56.717066070876,0.0935610639386269,2.2970675839670034
7,42.97614792115672,0.06193161620872834,2.2341672306704785
8,29.98553799235528,0.04561265357894913,2.2441455713132927
9,18.070735757654425,0.043449873257353416,2.3370557030417305
