Nr,imię,nazwisko,participant_name,original_score,ci_lower,ci_upper,ci_width,std_bootstrap,n_judges,rank,rank_ci_lower,rank_ci_upper,rank_uncertainty
62,Eric,Lu,Eric Lu,23.293333333333333,22.706666666666667,23.88,1.173333333333332,0.30048939962815496,15,1.0,1.0,1.0,0.0
5,Zitong,Wang,Zitong Wang,22.795,22.122500000000002,23.497500000000002,1.375,0.34318865555032185,16,2.0,2.0,2.0,0.0
29,Kevin,Chen,Kevin Chen,22.363529411764706,21.78235294117647,22.830676470588237,1.0483235294117677,0.26781187917969146,17,3.0,3.0,3.0,0.0
57,Tianyou,Li,Tianyou Li,21.98235294117647,21.33529411764706,22.62235294117647,1.28705882352941,0.3349625525917102,17,4.0,4.0,4.0,0.0
64,Tianyao,Lyu,Tianyao Lyu,21.433125,20.717125000000003,22.081875,1.3647499999999972,0.35740355960942005,16,5.0,5.0,5.0,0.0
51,Shiori,Kuwahara,Shiori Kuwahara,21.364705882352936,20.700823529411764,22.012176470588233,1.3113529411764695,0.3354539506843792,17,6.0,6.0,6.0,0.0
81,Miyu,Shindo,Miyu Shindo,21.06235294117647,20.474117647058822,21.647058823529413,1.1729411764705908,0.30271151161634363,17,7.0,7.0,7.0,0.0
53,Hyo,Lee,Hyo Lee,20.78875,20.22625,21.35125,1.125,0.2934307600231004,16,8.0,11.0,8.0,-3.0
47,David,Khrikuli,David Khrikuli,20.77235294117647,20.066205882352943,21.41941176470588,1.3532058823529383,0.352801083949072,17,9.0,8.0,9.0,1.0
24,Piotr,Alexewicz,Piotr Alexewicz,20.738823529411768,20.047058823529415,21.416470588235295,1.3694117647058803,0.35052051012655083,17,10.0,9.0,11.0,2.0
15,William,Yang,William Yang,20.690625,20.01440625,21.405296875,1.3908906250000008,0.3591811543935518,16,11.0,10.0,12.0,2.0
3,Tomoharu,Ushida,Tomoharu Ushida,20.5775,20.0625,21.11625,1.0537500000000009,0.27416469552704564,16,12.0,13.0,10.0,-3.0
73,Vincent,Ong,Vincent Ong,20.55,19.923529411764708,21.20454411764706,1.2810147058823524,0.331204116992532,17,13.0,12.0,13.0,1.0
54,Hyuk,Lee,Hyuk Lee,20.03,19.42,20.6075,1.1875,0.2969814017640667,16,14.0,14.0,14.0,0.0
39,Yang (Jack),Gao,Yang (Jack) Gao,19.88235294117647,19.235294117647058,20.529411764705884,1.294117647058826,0.3230145850349928,17,15.0,15.0,17.0,2.0
58,Xiaoxuan,Li,Xiaoxuan Li,19.8525,19.2425,20.4625,1.2199999999999989,0.31341334503136553,16,16.0,16.0,16.0,0.0
11,Yifan,Wu,Yifan Wu,19.795294117647057,19.258470588235294,20.31764705882353,1.059176470588234,0.26697545457981126,17,17.0,17.0,15.0,-2.0
41,Eric,Guo,Eric Guo,19.54470588235294,18.814117647058826,20.267838235294118,1.4537205882352922,0.37569761375883526,17,18.0,19.0,18.0,-1.0
76,Yehuda,Prokopowicz,Yehuda Prokopowicz,19.485294117647058,18.761764705882356,20.285808823529408,1.5240441176470512,0.378178960034992,17,19.0,18.0,19.0,1.0
75,Piotr,Pawlak,Piotr Pawlak,19.311176470588233,18.546382352941173,20.01705882352941,1.4706764705882378,0.37774073198517,17,20.0,20.0,20.0,0.0
