cluster,n_members,avg_mean_score,avg_std_score
0,3,19.67128027681661,1.8976240542239424
1,8,20.436274509803923,1.9371902665912064
2,3,20.47004188672373,1.818953296879779
3,3,21.46026831785346,1.6976509945202611
4,3,22.396770472895042,1.7569961513055263
