Nr,imię,nazwisko,participant_name,original_score,ci_lower,ci_upper,ci_width,std_bootstrap,n_judges,rank,rank_ci_lower,rank_ci_upper,rank_uncertainty
62,Eric,Lu,Eric Lu,23.032,22.307333333333336,23.632,1.3246666666666655,0.3443977200072938,15,1.0,1.0,1.0,0.0
29,Kevin,Chen,Kevin Chen,22.40941176470588,21.730999999999995,23.07294117647059,1.3419411764705949,0.3473188872961923,17,2.0,3.0,2.0,-1.0
15,William,Yang,William Yang,22.375,21.625,23.1265625,1.5015624999999986,0.4004852086454005,16,3.0,2.0,3.0,1.0
57,Tianyou,Li,Tianyou Li,21.855882352941176,21.140588235294118,22.53705882352941,1.3964705882352924,0.3545983239670031,17,4.0,4.0,4.0,0.0
47,David,Khrikuli,David Khrikuli,21.352941176470587,20.41176470588235,22.23676470588235,1.8249999999999993,0.4627026816718243,17,5.0,5.0,7.0,2.0
51,Shiori,Kuwahara,Shiori Kuwahara,21.277647058823533,20.63017647058824,21.983705882352943,1.353529411764704,0.3524249148999179,17,6.0,8.0,5.0,-3.0
73,Vincent,Ong,Vincent Ong,21.23294117647059,20.409235294117646,22.019588235294123,1.610352941176476,0.40457927414258876,17,7.0,6.0,8.0,2.0
39,Yang (Jack),Gao,Yang (Jack) Gao,21.176470588235293,20.294117647058822,22.0,1.7058823529411775,0.4364769937693915,17,8.0,7.0,10.0,3.0
3,Tomoharu,Ushida,Tomoharu Ushida,21.083125,20.344703125,21.7825,1.437796875,0.36678901280231935,16,9.0,9.0,9.0,0.0
24,Piotr,Alexewicz,Piotr Alexewicz,21.08235294117647,20.449411764705882,21.701529411764703,1.252117647058821,0.3260923598633456,17,10.0,10.0,6.0,-4.0
81,Miyu,Shindo,Miyu Shindo,20.82176470588235,20.098632352941177,21.569411764705883,1.4707794117647062,0.3659220967968747,17,11.0,11.0,14.0,3.0
54,Hyuk,Lee,Hyuk Lee,20.79,20.235,21.3375,1.1024999999999991,0.28566456070669655,16,12.0,16.0,11.0,-5.0
53,Hyo,Lee,Hyo Lee,20.78875,20.175328125,21.417171875,1.241843750000001,0.31856714576205825,16,13.0,14.0,12.0,-2.0
64,Tianyao,Lyu,Tianyao Lyu,20.775,20.149625,21.470999999999997,1.3213749999999962,0.33966470576695174,16,14.0,13.0,13.0,0.0
5,Zitong,Wang,Zitong Wang,20.69,19.904500000000002,21.5226875,1.6181874999999977,0.41595085514998037,16,15.0,12.0,16.0,4.0
83,Gabriele,Strata,Gabriele Strata,20.62882352941176,19.818823529411766,21.369676470588235,1.550852941176469,0.40622992202883956,17,16.0,15.0,18.0,3.0
75,Piotr,Pawlak,Piotr Pawlak,20.585294117647063,19.927647058823528,21.24354411764706,1.3158970588235306,0.33770706377858256,17,17.0,17.0,15.0,-2.0
28,Kai-Min,Chang,Kai-Min Chang,20.515,19.8821875,21.1126875,1.2304999999999993,0.3097613637947767,16,18.0,19.0,17.0,-2.0
76,Yehuda,Prokopowicz,Yehuda Prokopowicz,20.364705882352936,19.67523529411765,21.112941176470585,1.4377058823529367,0.3691056240947954,17,19.0,18.0,20.0,2.0
12,Miki,Yamagata,Miki Yamagata,20.348235294117643,19.595,21.05411764705882,1.4591176470588216,0.378415369264386,17,20.0,21.0,21.0,0.0
